# Temporal histogram for FROST_252x252_sipms_42_2boards.h5
# Total simulated events: 1,000,000
# Total detected photons: 112,590
# WLS-shifted photons: 111,586
#
# Statistics (WLS-shifted):
#   Mean time: 3.854 ns
#   RMS: 2.440 ns
#
# Columns: time_ns | wls_shifted_counts
#
0.012500	0
0.037500	1
0.062500	0
0.087500	0
0.112500	3
0.137500	8
0.162500	9
0.187500	7
0.212500	24
0.237500	27
0.262500	23
0.287500	33
0.312500	40
0.337500	48
0.362500	32
0.387500	50
0.412500	62
0.437500	67
0.462500	70
0.487500	84
0.512500	80
0.537500	116
0.562500	115
0.587500	98
0.612500	121
0.637500	121
0.662500	132
0.687500	154
0.712500	138
0.737500	179
0.762500	195
0.787500	183
0.812500	207
0.837500	210
0.862500	218
0.887500	270
0.912500	238
0.937500	259
0.962500	284
0.987500	278
1.012500	280
1.037500	326
1.062500	300
1.087500	317
1.112500	342
1.137500	366
1.162500	338
1.187500	342
1.212500	367
1.237500	368
1.262500	415
1.287500	348
1.312500	415
1.337500	438
1.362500	424
1.387500	451
1.412500	436
1.437500	412
1.462500	478
1.487500	495
1.512500	491
1.537500	514
1.562500	538
1.587500	578
1.612500	502
1.637500	526
1.662500	522
1.687500	550
1.712500	574
1.737500	581
1.762500	563
1.787500	561
1.812500	560
1.837500	577
1.862500	600
1.887500	598
1.912500	594
1.937500	603
1.962500	617
1.987500	617
2.012500	633
2.037500	623
2.062500	613
2.087500	599
2.112500	623
2.137500	676
2.162500	648
2.187500	623
2.212500	645
2.237500	632
2.262500	614
2.287500	609
2.312500	632
2.337500	645
2.362500	652
2.387500	611
2.412500	638
2.437500	625
2.462500	607
2.487500	600
2.512500	627
2.537500	649
2.562500	638
2.587500	662
2.612500	617
2.637500	639
2.662500	705
2.687500	703
2.712500	619
2.737500	584
2.762500	649
2.787500	633
2.812500	595
2.837500	602
2.862500	621
2.887500	632
2.912500	621
2.937500	578
2.962500	620
2.987500	611
3.012500	604
3.037500	618
3.062500	571
3.087500	611
3.112500	590
3.137500	603
3.162500	567
3.187500	563
3.212500	546
3.237500	577
3.262500	586
3.287500	575
3.312500	577
3.337500	526
3.362500	587
3.387500	582
3.412500	552
3.437500	540
3.462500	579
3.487500	558
3.512500	558
3.537500	504
3.562500	540
3.587500	506
3.612500	520
3.637500	550
3.662500	524
3.687500	513
3.712500	496
3.737500	493
3.762500	493
3.787500	479
3.812500	476
3.837500	480
3.862500	440
3.887500	462
3.912500	483
3.937500	479
3.962500	460
3.987500	457
4.012500	458
4.037500	450
4.062500	452
4.087500	414
4.112500	420
4.137500	404
4.162500	443
4.187500	395
4.212500	417
4.237500	442
4.262500	439
4.287500	424
4.312500	405
4.337500	367
4.362500	433
4.387500	410
4.412500	394
4.437500	380
4.462500	379
4.487500	392
4.512500	346
4.537500	363
4.562500	394
4.587500	372
4.612500	352
4.637500	369
4.662500	364
4.687500	354
4.712500	387
4.737500	320
4.762500	341
4.787500	312
4.812500	336
4.837500	318
4.862500	318
4.887500	321
4.912500	331
4.937500	287
4.962500	302
4.987500	301
5.012500	310
5.037500	280
5.062500	291
5.087500	290
5.112500	283
5.137500	313
5.162500	290
5.187500	298
5.212500	268
5.237500	283
5.262500	288
5.287500	258
5.312500	300
5.337500	274
5.362500	266
5.387500	270
5.412500	249
5.437500	235
5.462500	246
5.487500	250
5.512500	204
5.537500	238
5.562500	257
5.587500	242
5.612500	250
5.637500	229
5.662500	242
5.687500	214
5.712500	239
5.737500	208
5.762500	226
5.787500	189
5.812500	198
5.837500	213
5.862500	210
5.887500	182
5.912500	196
5.937500	178
5.962500	204
5.987500	194
6.012500	205
6.037500	218
6.062500	173
6.087500	202
6.112500	185
6.137500	178
6.162500	192
6.187500	193
6.212500	185
6.237500	153
6.262500	159
6.287500	179
6.312500	143
6.337500	148
6.362500	167
6.387500	155
6.412500	145
6.437500	160
6.462500	178
6.487500	130
6.512500	150
6.537500	163
6.562500	145
6.587500	132
6.612500	137
6.637500	134
6.662500	122
6.687500	123
6.712500	131
6.737500	130
6.762500	141
6.787500	134
6.812500	124
6.837500	132
6.862500	117
6.887500	127
6.912500	139
6.937500	119
6.962500	121
6.987500	116
7.012500	113
7.037500	112
7.062500	123
7.087500	111
7.112500	136
7.137500	106
7.162500	85
7.187500	101
7.212500	121
7.237500	110
7.262500	104
7.287500	111
7.312500	104
7.337500	83
7.362500	95
7.387500	75
7.412500	101
7.437500	87
7.462500	86
7.487500	106
7.512500	90
7.537500	81
7.562500	91
7.587500	88
7.612500	90
7.637500	92
7.662500	93
7.687500	88
7.712500	71
7.737500	86
7.762500	74
7.787500	78
7.812500	85
7.837500	81
7.862500	70
7.887500	88
7.912500	71
7.937500	64
7.962500	71
7.987500	68
8.012500	53
8.037500	67
8.062500	74
8.087500	65
8.112500	72
8.137500	68
8.162500	60
8.187500	55
8.212500	60
8.237500	70
8.262500	53
8.287500	61
8.312500	63
8.337500	63
8.362500	59
8.387500	65
8.412500	58
8.437500	55
8.462500	70
8.487500	47
8.512500	55
8.537500	62
8.562500	47
8.587500	44
8.612500	41
8.637500	45
8.662500	52
8.687500	39
8.712500	46
8.737500	50
8.762500	49
8.787500	44
8.812500	37
8.837500	60
8.862500	49
8.887500	48
8.912500	44
8.937500	46
8.962500	39
8.987500	38
9.012500	54
9.037500	59
9.062500	44
9.087500	41
9.112500	41
9.137500	45
9.162500	52
9.187500	38
9.212500	48
9.237500	47
9.262500	48
9.287500	36
9.312500	35
9.337500	37
9.362500	42
9.387500	27
9.412500	44
9.437500	41
9.462500	35
9.487500	32
9.512500	40
9.537500	34
9.562500	38
9.587500	34
9.612500	35
9.637500	35
9.662500	23
9.687500	35
9.712500	46
9.737500	34
9.762500	34
9.787500	28
9.812500	32
9.837500	26
9.862500	22
9.887500	26
9.912500	31
9.937500	26
9.962500	31
9.987500	30
10.012500	25
10.037500	34
10.062500	26
10.087500	28
10.112500	23
10.137500	20
10.162500	27
10.187500	21
10.212500	31
10.237500	27
10.262500	33
10.287500	18
10.312500	20
10.337500	25
10.362500	33
10.387500	22
10.412500	24
10.437500	27
10.462500	32
10.487500	25
10.512500	22
10.537500	17
10.562500	20
10.587500	23
10.612500	22
10.637500	22
10.662500	19
10.687500	15
10.712500	18
10.737500	14
10.762500	25
10.787500	19
10.812500	11
10.837500	18
10.862500	19
10.887500	14
10.912500	27
10.937500	21
10.962500	22
10.987500	18
11.012500	22
11.037500	22
11.062500	25
11.087500	19
11.112500	15
11.137500	24
11.162500	16
11.187500	10
11.212500	19
11.237500	28
11.262500	24
11.287500	18
11.312500	14
11.337500	18
11.362500	13
11.387500	15
11.412500	13
11.437500	16
11.462500	8
11.487500	20
11.512500	12
11.537500	16
11.562500	20
11.587500	16
11.612500	15
11.637500	16
11.662500	10
11.687500	19
11.712500	12
11.737500	11
11.762500	18
11.787500	12
11.812500	13
11.837500	19
11.862500	16
11.887500	11
11.912500	5
11.937500	14
11.962500	8
11.987500	13
12.012500	16
12.037500	11
12.062500	13
12.087500	12
12.112500	9
12.137500	8
12.162500	11
12.187500	6
12.212500	10
12.237500	4
12.262500	13
12.287500	10
12.312500	10
12.337500	8
12.362500	11
12.387500	7
12.412500	8
12.437500	10
12.462500	9
12.487500	11
12.512500	5
12.537500	10
12.562500	9
12.587500	8
12.612500	11
12.637500	9
12.662500	6
12.687500	8
12.712500	5
12.737500	9
12.762500	9
12.787500	10
12.812500	17
12.837500	6
12.862500	8
12.887500	9
12.912500	7
12.937500	7
12.962500	11
12.987500	6
13.012500	10
13.037500	10
13.062500	2
13.087500	11
13.112500	7
13.137500	7
13.162500	8
13.187500	6
13.212500	8
13.237500	9
13.262500	9
13.287500	8
13.312500	6
13.337500	7
13.362500	9
13.387500	8
13.412500	10
13.437500	9
13.462500	5
13.487500	10
13.512500	6
13.537500	10
13.562500	7
13.587500	9
13.612500	5
13.637500	5
13.662500	4
13.687500	4
13.712500	6
13.737500	6
13.762500	7
13.787500	5
13.812500	7
13.837500	6
13.862500	7
13.887500	6
13.912500	9
13.937500	5
13.962500	6
13.987500	5
14.012500	6
14.037500	9
14.062500	7
14.087500	4
14.112500	3
14.137500	6
14.162500	5
14.187500	3
14.212500	7
14.237500	6
14.262500	7
14.287500	4
14.312500	9
14.337500	8
14.362500	5
14.387500	5
14.412500	2
14.437500	11
14.462500	6
14.487500	8
14.512500	6
14.537500	1
14.562500	4
14.587500	0
14.612500	5
14.637500	5
14.662500	3
14.687500	2
14.712500	2
14.737500	8
14.762500	4
14.787500	3
14.812500	6
14.837500	4
14.862500	5
14.887500	1
14.912500	7
14.937500	5
14.962500	0
14.987500	3
15.012500	2
15.037500	7
15.062500	3
15.087500	7
15.112500	2
15.137500	9
15.162500	5
15.187500	4
15.212500	6
15.237500	3
15.262500	5
15.287500	3
15.312500	4
15.337500	5
15.362500	6
15.387500	5
15.412500	5
15.437500	4
15.462500	1
15.487500	5
15.512500	2
15.537500	4
15.562500	2
15.587500	3
15.612500	2
15.637500	1
15.662500	5
15.687500	6
15.712500	2
15.737500	3
15.762500	5
15.787500	3
15.812500	4
15.837500	3
15.862500	6
15.887500	7
15.912500	7
15.937500	4
15.962500	2
15.987500	5
16.012500	0
16.037499	5
16.062500	6
16.087501	2
16.112500	1
16.137500	4
16.162499	3
16.187500	3
16.212501	3
16.237500	4
16.262500	2
16.287499	6
16.312500	5
16.337501	5
16.362500	4
16.387500	3
16.412499	5
16.437500	2
16.462501	1
16.487500	1
16.512500	6
16.537499	4
16.562500	5
16.587501	4
16.612500	2
16.637500	3
16.662499	2
16.687500	3
16.712501	1
16.737500	2
16.762500	6
16.787499	2
16.812500	4
16.837501	5
16.862500	2
16.887500	1
16.912499	4
16.937500	3
16.962501	3
16.987500	4
17.012500	1
17.037499	3
17.062500	3
17.087501	5
17.112500	3
17.137500	3
17.162499	2
17.187500	7
17.212501	2
17.237500	1
17.262500	2
17.287499	0
17.312500	4
17.337501	3
17.362500	4
17.387500	3
17.412499	2
17.437500	0
17.462501	1
17.487500	4
17.512500	6
17.537499	1
17.562500	5
17.587501	3
17.612500	3
17.637500	3
17.662499	2
17.687500	2
17.712501	2
17.737500	3
17.762500	1
17.787499	3
17.812500	2
17.837501	0
17.862500	1
17.887500	2
17.912499	2
17.937500	4
17.962501	4
17.987500	3
18.012500	1
18.037499	1
18.062500	1
18.087501	2
18.112500	4
18.137500	1
18.162499	4
18.187500	3
18.212501	1
18.237500	4
18.262500	3
18.287499	4
18.312500	2
18.337501	1
18.362500	1
18.387500	3
18.412499	3
18.437500	0
18.462501	2
18.487500	1
18.512500	4
18.537499	2
18.562500	0
18.587501	1
18.612500	0
18.637500	2
18.662499	3
18.687500	0
18.712501	2
18.737500	1
18.762500	3
18.787499	1
18.812500	2
18.837501	1
18.862500	4
18.887500	2
18.912499	4
18.937500	4
18.962501	1
18.987500	5
19.012500	1
19.037499	2
19.062500	2
19.087501	1
19.112500	1
19.137500	0
19.162499	3
19.187500	2
19.212501	4
19.237500	4
19.262500	1
19.287499	1
19.312500	4
19.337501	0
19.362500	2
19.387500	5
19.412499	2
19.437500	6
19.462501	0
19.487500	1
19.512500	2
19.537499	0
19.562500	2
19.587501	1
19.612500	0
19.637500	0
19.662499	4
19.687500	0
19.712501	1
19.737500	4
19.762500	2
19.787499	0
19.812500	1
19.837501	0
19.862500	3
19.887500	1
19.912499	3
19.937500	1
19.962501	2
19.987500	1
